scenario_group_id,business_profile_id,request_id,lot_id,candidate_id,source_type,product_category,product_subcategory,action_type,business_type,storage_requirement_mode,urgency_level,surplus_source,destination_type,seasonality_status,package_format,planning_quantity,remaining_shelf_life_days,remaining_safe_window_hours,remaining_commercial_window_days,unit_cost,normal_selling_price,offered_or_selling_price_per_unit,direct_action_cost,logistics_cost,handling_cost,estimated_completion_hours,active_demand_quantity,available_capacity,minimum_order_quantity,capability_resource_ratio,demand_coverage_ratio,demand_freshness_hours,distance_km,package_volume_ml,package_weight_g,simulated_rescue_outcome
SG-00579,BP-079,SYN-REQ-00579,SYN-LOT-00579,SYN-CAND-00579-03,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,RETURN_TO_SUPPLIER,MEDIUM_WHOLESALER,CHILLED_PREFERRED,HIGH,CALCULATED,SUPPLIER,IN_SEASON,KG,133,136,302.57,30.52,37920.78,64673.89,50704.33,6028.2,16508.58,1800.73,176.57,261,356,21,2.6767,1.9624,136.9,32.49,2365.61,3992.63,1
SG-00579,BP-079,SYN-REQ-00579,SYN-LOT-00579,SYN-CAND-00579-04,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,INTERNAL_REPURPOSE,MEDIUM_WHOLESALER,CHILLED_PREFERRED,HIGH,CALCULATED,INTERNAL_OPERATION,IN_SEASON,KG,133,361,137.96,104.42,42652.73,64452.54,59457.47,7907.9,0.0,21553.48,63.25,180,72,1,0.5414,1.3534,157.65,0.0,2265.51,211.29,1
SG-00579,BP-079,SYN-REQ-00579,SYN-LOT-00579,SYN-CAND-00579-05,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,BRANCH_TRANSFER,MEDIUM_WHOLESALER,CHILLED_PREFERRED,HIGH,CALCULATED,BRANCH,IN_SEASON,KG,133,212,313.89,68.7,4110.36,5391.15,3610.45,28575.77,71042.86,1749.76,77.12,298,136,80,1.0226,2.2406,99.96,11.58,4928.45,8398.35,1
SG-00580,BP-080,SYN-REQ-00580,SYN-LOT-00580,SYN-CAND-00580-01,SYNTHETIC_GENERATED,CHOCOLATE,CONFECTIONERY,PROMOTIONAL_BONUS,MEDIUM_FNB,AMBIENT_ALLOWED,MEDIUM,RULE_TRIGGERED,LOCAL_CUSTOMER,IN_SEASON,BOX,26,295,552.29,52.09,63108.11,93299.03,42852.24,18083.62,0.0,3305.72,262.59,22,70,1,2.6923,0.8462,34.36,0.0,4449.99,7169.71,1
SG-00580,BP-080,SYN-REQ-00580,SYN-LOT-00580,SYN-CAND-00580-02,SYNTHETIC_GENERATED,CHOCOLATE,CONFECTIONERY,RETURN_TO_SUPPLIER,MEDIUM_FNB,AMBIENT_ALLOWED,MEDIUM,RULE_TRIGGERED,SUPPLIER,IN_SEASON,BOX,26,66,221.81,33.02,68450.92,117181.13,85917.2,8630.07,28938.55,1889.61,4.46,45,66,6,2.5385,1.7308,54.59,20.58,4690.5,696.87,1
SG-00580,BP-080,SYN-REQ-00580,SYN-LOT-00580,SYN-CAND-00580-03,SYNTHETIC_GENERATED,CHOCOLATE,CONFECTIONERY,DONATION,MEDIUM_FNB,AMBIENT_ALLOWED,MEDIUM,RULE_TRIGGERED,DONATION_PARTNER,IN_SEASON,BOX,26,293,319.67,15.63,76032.85,111775.89,0.0,14366.51,33123.14,330.81,22.14,27,48,1,1.8462,1.0385,44.8,24.15,3588.37,6064.09,1
SG-00581,BP-081,SYN-REQ-00581,SYN-LOT-00581,SYN-CAND-00581-01,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_MEAL,INTERNAL_USE,SMALL_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,PRE_SEASON,PACK,200,261,129.48,17.37,8475.62,13719.49,0.0,32384.31,0.0,226.27,92.22,461,328,1,1.64,2.305,30.85,0.0,3742.33,1996.67,1
SG-00581,BP-081,SYN-REQ-00581,SYN-LOT-00581,SYN-CAND-00581-02,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_MEAL,INTERNAL_REPURPOSE,SMALL_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,PRE_SEASON,PACK,200,152,252.12,64.08,8262.0,10101.12,9001.11,4684.9,0.0,6420.11,138.53,252,286,1,1.43,1.26,26.51,0.0,4552.12,7403.48,1
SG-00582,BP-082,SYN-REQ-00582,SYN-LOT-00582,SYN-CAND-00582-01,SYNTHETIC_GENERATED,CHOCOLATE,BAR,WHOLESALE,MEDIUM_WHOLESALER,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,RULE_TRIGGERED,WHOLESALE_BUYER,NOT_APPLICABLE,BOX,249,112,639.77,12.19,71716.93,91639.89,52995.35,20832.1,3922.31,11346.48,137.56,502,486,200,1.9518,2.0161,158.37,5.24,3790.53,5990.37,1
SG-00582,BP-082,SYN-REQ-00582,SYN-LOT-00582,SYN-CAND-00582-02,SYNTHETIC_GENERATED,CHOCOLATE,BAR,EXTERNAL_PARTNER,MEDIUM_WHOLESALER,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,RULE_TRIGGERED,EXTERNAL_PARTNER,NOT_APPLICABLE,BOX,249,212,682.32,113.57,18388.86,31831.12,15145.25,19424.97,32289.66,13907.71,633.88,474,300,127,1.2048,1.9036,115.83,25.34,1694.02,3357.8,0
SG-00582,BP-082,SYN-REQ-00582,SYN-LOT-00582,SYN-CAND-00582-03,SYNTHETIC_GENERATED,CHOCOLATE,BAR,BUNDLE,MEDIUM_WHOLESALER,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,BOX,249,51,576.09,44.99,49608.07,57044.32,45920.68,43690.72,0.0,12274.7,412.68,719,440,1,1.7671,2.8876,132.23,0.0,364.88,7093.27,1
SG-00582,BP-082,SYN-REQ-00582,SYN-LOT-00582,SYN-CAND-00582-04,SYNTHETIC_GENERATED,CHOCOLATE,BAR,INTERNAL_USE,MEDIUM_WHOLESALER,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,NOT_APPLICABLE,BOX,249,104,89.52,34.49,8559.87,9581.92,0.0,36668.9,0.0,19588.82,65.96,437,322,1,1.2932,1.755,80.68,0.0,4928.92,2028.93,0
SG-00582,BP-082,SYN-REQ-00582,SYN-LOT-00582,SYN-CAND-00582-05,SYNTHETIC_GENERATED,CHOCOLATE,BAR,RETURN_TO_SUPPLIER,MEDIUM_WHOLESALER,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,RULE_TRIGGERED,SUPPLIER,NOT_APPLICABLE,BOX,249,201,72.91,56.54,8622.91,11407.25,9645.97,34198.22,21283.02,21494.48,39.79,449,628,50,2.5221,1.8032,28.28,9.94,3627.07,2384.34,0
SG-00583,BP-083,SYN-REQ-00583,SYN-LOT-00583,SYN-CAND-00583-01,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,BRANCH_TRANSFER,MEDIUM_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,BRANCH,POST_SEASON,BOTTLE,91,329,583.97,4.36,63532.37,102064.75,73476.41,7740.32,16890.87,14686.44,58.96,183,104,13,1.1429,2.011,158.02,27.15,3334.05,4846.75,1
SG-00583,BP-083,SYN-REQ-00583,SYN-LOT-00583,SYN-CAND-00583-02,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,DONATION,MEDIUM_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,DONATION_PARTNER,POST_SEASON,BOTTLE,91,234,528.68,53.05,74968.16,125436.73,0.0,35187.53,22065.16,21874.0,247.05,162,105,1,1.1538,1.7802,92.76,32.77,824.72,258.55,1
SG-00583,BP-083,SYN-REQ-00583,SYN-LOT-00583,SYN-CAND-00583-03,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,BUNDLE,MEDIUM_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,POST_SEASON,BOTTLE,91,5,71.53,3.21,54512.65,68533.3,25727.4,20538.67,0.0,11940.73,11.79,123,143,1,1.5714,1.3516,146.9,0.0,438.72,5283.43,1
SG-00583,BP-083,SYN-REQ-00583,SYN-LOT-00583,SYN-CAND-00583-04,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,INTERNAL_USE,MEDIUM_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,POST_SEASON,BOTTLE,91,221,441.09,80.7,15542.68,19084.86,0.0,39733.09,0.0,4965.25,254.23,87,256,1,2.8132,0.956,106.83,0.0,3120.68,6468.78,0
SG-00583,BP-083,SYN-REQ-00583,SYN-LOT-00583,SYN-CAND-00583-05,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,INTERNAL_REPURPOSE,MEDIUM_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,POST_SEASON,BOTTLE,91,155,348.62,94.7,35468.26,62541.18,40739.32,24992.96,0.0,13699.94,131.33,225,198,1,2.1758,2.4725,19.42,0.0,3342.66,8538.81,0
SG-00583,BP-083,SYN-REQ-00583,SYN-LOT-00583,SYN-CAND-00583-06,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,WHOLESALE,MEDIUM_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,WHOLESALE_BUYER,POST_SEASON,BOTTLE,91,1,21.17,1.0,69730.56,95098.54,58628.25,4684.1,59056.74,17223.69,1.53,58,59,1,0.6484,0.6374,28.76,18.77,213.16,5959.9,0
SG-00583,BP-083,SYN-REQ-00583,SYN-LOT-00583,SYN-CAND-00583-07,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,PROMOTIONAL_BONUS,MEDIUM_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,POST_SEASON,BOTTLE,91,20,172.5,18.66,48321.08,62735.26,35100.38,48172.84,0.0,14543.0,142.03,58,165,1,1.8132,0.6374,17.06,0.0,2461.45,8946.26,1
SG-00584,BP-084,SYN-REQ-00584,SYN-LOT-00584,SYN-CAND-00584-01,SYNTHETIC_GENERATED,PACKAGED_FOOD,CANNED_FOOD,BRANCH_TRANSFER,MEDIUM_FNB,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,BRANCH,NOT_APPLICABLE,PACK,229,194,423.49,21.92,25574.88,39375.09,20345.11,48264.05,6741.42,14915.43,169.76,604,231,42,1.0087,2.6376,166.43,18.59,910.15,3850.31,1
SG-00584,BP-084,SYN-REQ-00584,SYN-LOT-00584,SYN-CAND-00584-02,SYNTHETIC_GENERATED,PACKAGED_FOOD,CANNED_FOOD,INTERNAL_REPURPOSE,MEDIUM_FNB,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,NOT_APPLICABLE,PACK,229,116,139.21,31.11,74636.65,118254.31,46769.58,33029.73,0.0,135.15,96.91,620,555,1,2.4236,2.7074,41.9,0.0,1757.24,4009.34,1
SG-00584,BP-084,SYN-REQ-00584,SYN-LOT-00584,SYN-CAND-00584-03,SYNTHETIC_GENERATED,PACKAGED_FOOD,CANNED_FOOD,EXTERNAL_PARTNER,MEDIUM_FNB,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,EXTERNAL_PARTNER,NOT_APPLICABLE,PACK,229,260,712.61,95.96,7766.92,12215.81,11352.15,13236.76,17896.38,15239.39,137.55,451,407,114,1.7773,1.9694,159.86,3.13,2438.82,5643.34,1
SG-00585,BP-085,SYN-REQ-00585,SYN-LOT-00585,SYN-CAND-00585-01,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,EXTERNAL_PARTNER,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,CALCULATED,EXTERNAL_PARTNER,NOT_APPLICABLE,PACK,20,337,467.14,37.01,9585.03,11088.92,5215.12,21129.7,33444.43,23590.88,106.98,27,50,8,2.5,1.35,20.18,38.44,618.97,4341.39,1
SG-00585,BP-085,SYN-REQ-00585,SYN-LOT-00585,SYN-CAND-00585-02,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,RETURN_TO_SUPPLIER,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,CALCULATED,SUPPLIER,NOT_APPLICABLE,PACK,20,90,715.1,4.64,47791.21,69564.89,67526.64,11552.99,28163.45,24185.63,17.92,23,38,16,1.9,1.15,25.85,11.56,2844.59,239.31,1
SG-00585,BP-085,SYN-REQ-00585,SYN-LOT-00585,SYN-CAND-00585-03,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,BRANCH_TRANSFER,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,CALCULATED,BRANCH,NOT_APPLICABLE,PACK,20,347,61.46,11.84,48930.47,67264.72,48275.89,21821.62,24387.43,2465.89,5.84,41,52,20,2.6,2.05,141.12,5.57,1846.53,6708.2,1
SG-00585,BP-085,SYN-REQ-00585,SYN-LOT-00585,SYN-CAND-00585-04,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,WHOLESALE,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,CALCULATED,WHOLESALE_BUYER,NOT_APPLICABLE,PACK,20,265,28.65,19.45,52074.1,90608.93,75413.81,35236.53,16204.64,6498.47,12.39,13,14,7,0.7,0.65,5.74,39.11,537.12,1047.91,1
SG-00585,BP-085,SYN-REQ-00585,SYN-LOT-00585,SYN-CAND-00585-05,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,INTERNAL_USE,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,CALCULATED,INTERNAL_OPERATION,NOT_APPLICABLE,PACK,20,144,448.39,15.64,25323.1,44882.66,0.0,8568.1,0.0,6761.47,25.52,15,59,1,2.95,0.75,141.4,0.0,2796.73,2274.47,1
SG-00585,BP-085,SYN-REQ-00585,SYN-LOT-00585,SYN-CAND-00585-06,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,INTERNAL_REPURPOSE,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,CALCULATED,INTERNAL_OPERATION,NOT_APPLICABLE,PACK,20,294,634.22,71.86,53827.71,73211.07,53297.66,18103.62,0.0,22638.11,3.11,14,56,1,2.8,0.7,23.28,0.0,1701.88,7647.78,1
SG-00586,BP-086,SYN-REQ-00586,SYN-LOT-00586,SYN-CAND-00586-01,SYNTHETIC_GENERATED,FRESH_PRODUCE,VEGETABLE,PROMOTIONAL_BONUS,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,CALCULATED,LOCAL_CUSTOMER,POST_SEASON,KG,179,322,321.89,82.71,53597.47,81184.09,71206.57,8019.19,0.0,15250.56,123.8,225,328,1,1.8324,1.257,107.56,0.0,4288.12,863.25,1
SG-00586,BP-086,SYN-REQ-00586,SYN-LOT-00586,SYN-CAND-00586-02,SYNTHETIC_GENERATED,FRESH_PRODUCE,VEGETABLE,INTERNAL_USE,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,CALCULATED,INTERNAL_OPERATION,POST_SEASON,KG,179,175,537.63,71.09,72167.2,83728.39,0.0,22828.45,0.0,618.68,207.69,300,503,1,2.8101,1.676,87.46,0.0,2685.67,7446.3,1
SG-00586,BP-086,SYN-REQ-00586,SYN-LOT-00586,SYN-CAND-00586-03,SYNTHETIC_GENERATED,FRESH_PRODUCE,VEGETABLE,DONATION,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,CALCULATED,DONATION_PARTNER,POST_SEASON,KG,179,8,117.29,4.81,29943.4,34488.81,0.0,15683.17,73193.56,10902.5,92.96,245,232,1,1.2961,1.3687,167.03,22.99,764.82,5740.15,0
SG-00586,BP-086,SYN-REQ-00586,SYN-LOT-00586,SYN-CAND-00586-04,SYNTHETIC_GENERATED,FRESH_PRODUCE,VEGETABLE,EXTERNAL_PARTNER,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,CALCULATED,EXTERNAL_PARTNER,POST_SEASON,KG,179,99,146.36,88.42,30887.23,34973.61,29535.21,12813.36,28667.08,6223.66,58.39,526,153,22,0.8547,2.9385,97.98,33.4,1321.28,9353.98,1
SG-00587,BP-087,SYN-REQ-00587,SYN-LOT-00587,SYN-CAND-00587-01,SYNTHETIC_GENERATED,BAKERY,CAKE,BRANCH_TRANSFER,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,BRANCH,IN_SEASON,TRAY,53,174,454.39,117.92,68613.5,113925.86,51619.81,34148.47,58698.73,23347.02,359.19,36,121,23,2.283,0.6792,119.18,4.88,562.47,6095.86,1
SG-00587,BP-087,SYN-REQ-00587,SYN-LOT-00587,SYN-CAND-00587-02,SYNTHETIC_GENERATED,BAKERY,CAKE,INTERNAL_USE,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,IN_SEASON,TRAY,53,233,648.16,91.41,33493.44,46723.35,0.0,18159.4,0.0,17117.24,14.22,110,133,1,2.5094,2.0755,106.54,0.0,2543.25,4307.03,0
SG-00587,BP-087,SYN-REQ-00587,SYN-LOT-00587,SYN-CAND-00587-03,SYNTHETIC_GENERATED,BAKERY,CAKE,DONATION,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,DONATION_PARTNER,IN_SEASON,TRAY,53,54,430.05,43.85,63585.98,74204.84,0.0,24411.11,13996.68,23070.68,111.65,29,53,1,1.0,0.5472,10.2,27.1,4550.29,1911.73,0
SG-00588,BP-088,SYN-REQ-00588,SYN-LOT-00588,SYN-CAND-00588-01,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,READY_SNACK,WHOLESALE,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,WHOLESALE_BUYER,IN_SEASON,TRAY,250,71,207.75,12.82,55196.44,97178.85,79958.76,31554.01,64312.97,23596.94,126.5,655,528,64,2.112,2.62,59.59,17.48,1439.08,2145.0,0
SG-00588,BP-088,SYN-REQ-00588,SYN-LOT-00588,SYN-CAND-00588-02,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,READY_SNACK,PROMOTIONAL_BONUS,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,LOCAL_CUSTOMER,IN_SEASON,TRAY,250,10,71.9,7.94,78156.76,109474.17,103792.46,22011.02,0.0,11660.86,42.41,340,486,1,1.944,1.36,140.19,0.0,807.91,519.91,1
SG-00588,BP-088,SYN-REQ-00588,SYN-LOT-00588,SYN-CAND-00588-03,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,READY_SNACK,BUNDLE,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,LOCAL_CUSTOMER,IN_SEASON,TRAY,250,192,484.41,118.86,2464.02,3564.2,3142.56,29081.15,0.0,22054.32,280.89,548,443,1,1.772,2.192,2.46,0.0,2359.18,4117.59,1
SG-00588,BP-088,SYN-REQ-00588,SYN-LOT-00588,SYN-CAND-00588-04,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,READY_SNACK,EXTERNAL_PARTNER,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,EXTERNAL_PARTNER,IN_SEASON,TRAY,250,11,166.5,4.19,76358.78,94005.29,34462.34,7089.87,32117.87,19275.62,51.79,520,496,150,1.984,2.08,65.38,14.45,3245.23,4272.03,1
SG-00588,BP-088,SYN-REQ-00588,SYN-LOT-00588,SYN-CAND-00588-05,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,READY_SNACK,DONATION,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,DONATION_PARTNER,IN_SEASON,TRAY,250,74,136.71,69.15,14655.94,23308.81,0.0,18010.35,47264.0,6573.75,116.07,386,377,1,1.508,1.544,99.47,23.25,3713.04,4956.48,0
SG-00589,BP-089,SYN-REQ-00589,SYN-LOT-00589,SYN-CAND-00589-01,SYNTHETIC_GENERATED,PERSONAL_CARE,HAIR_CARE,PROMOTIONAL_BONUS,SMALL_FNB,NONE,CRITICAL,RULE_TRIGGERED,LOCAL_CUSTOMER,POST_SEASON,PACK,107,364,342.66,35.66,72288.27,105078.23,87267.47,47370.54,0.0,10218.02,323.18,106,82,1,0.7664,0.9907,83.72,0.0,2643.26,2425.67,1
SG-00589,BP-089,SYN-REQ-00589,SYN-LOT-00589,SYN-CAND-00589-02,SYNTHETIC_GENERATED,PERSONAL_CARE,HAIR_CARE,RETURN_TO_SUPPLIER,SMALL_FNB,NONE,CRITICAL,RULE_TRIGGERED,SUPPLIER,POST_SEASON,PACK,107,80,505.75,79.81,20637.06,28132.44,23473.71,46805.01,15532.26,12679.84,42.92,232,257,4,2.4019,2.1682,78.88,20.69,1571.64,4495.05,1
SG-00589,BP-089,SYN-REQ-00589,SYN-LOT-00589,SYN-CAND-00589-03,SYNTHETIC_GENERATED,PERSONAL_CARE,HAIR_CARE,WHOLESALE,SMALL_FNB,NONE,CRITICAL,RULE_TRIGGERED,WHOLESALE_BUYER,POST_SEASON,PACK,107,72,75.29,8.27,10634.43,16790.7,12104.42,15255.37,8129.28,15740.3,21.31,170,180,47,1.6822,1.5888,113.97,5.69,1450.19,4411.41,1
SG-00589,BP-089,SYN-REQ-00589,SYN-LOT-00589,SYN-CAND-00589-04,SYNTHETIC_GENERATED,PERSONAL_CARE,HAIR_CARE,LOCAL_DISCOUNT,SMALL_FNB,NONE,CRITICAL,RULE_TRIGGERED,LOCAL_CUSTOMER,POST_SEASON,PACK,107,82,499.99,47.85,51019.87,68978.86,68020.05,14586.41,0.0,1931.03,236.75,113,185,1,1.729,1.0561,140.77,0.0,4531.78,9745.35,1
SG-00589,BP-089,SYN-REQ-00589,SYN-LOT-00589,SYN-CAND-00589-05,SYNTHETIC_GENERATED,PERSONAL_CARE,HAIR_CARE,BUNDLE,SMALL_FNB,NONE,CRITICAL,RULE_TRIGGERED,LOCAL_CUSTOMER,POST_SEASON,PACK,107,28,617.58,27.15,33509.98,59061.34,47632.97,38829.94,0.0,15220.85,313.49,166,129,1,1.2056,1.5514,71.03,0.0,715.0,9979.55,1
SG-00589,BP-089,SYN-REQ-00589,SYN-LOT-00589,SYN-CAND-00589-06,SYNTHETIC_GENERATED,PERSONAL_CARE,HAIR_CARE,DONATION,SMALL_FNB,NONE,CRITICAL,RULE_TRIGGERED,DONATION_PARTNER,POST_SEASON,PACK,107,285,272.35,48.43,7589.85,9065.32,0.0,48492.11,38981.13,21949.15,69.49,225,74,1,0.6916,2.1028,82.99,36.03,1971.7,2557.93,1
SG-00589,BP-089,SYN-REQ-00589,SYN-LOT-00589,SYN-CAND-00589-07,SYNTHETIC_GENERATED,PERSONAL_CARE,HAIR_CARE,BRANCH_TRANSFER,SMALL_FNB,NONE,CRITICAL,RULE_TRIGGERED,BRANCH,POST_SEASON,PACK,107,314,164.35,111.06,79457.83,121054.0,108524.91,19684.28,44652.25,3997.63,124.15,317,187,49,1.7477,2.9626,122.29,37.98,3881.45,2077.05,1
SG-00590,BP-090,SYN-REQ-00590,SYN-LOT-00590,SYN-CAND-00590-01,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,PROMOTIONAL_BONUS,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,HIGH,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,BOX,151,110,73.11,79.5,75666.99,110398.14,56292.01,13259.55,0.0,10988.74,33.62,82,271,1,1.7947,0.543,104.81,0.0,1100.97,2882.35,1
SG-00590,BP-090,SYN-REQ-00590,SYN-LOT-00590,SYN-CAND-00590-02,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,DONATION,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,HIGH,CALCULATED,DONATION_PARTNER,NOT_APPLICABLE,BOX,151,269,420.92,53.92,13045.38,20850.43,0.0,9100.17,56904.64,22142.8,227.08,87,139,1,0.9205,0.5762,66.19,32.61,2345.0,5317.29,0
SG-00590,BP-090,SYN-REQ-00590,SYN-LOT-00590,SYN-CAND-00590-03,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,LOCAL_DISCOUNT,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,HIGH,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,BOX,151,194,675.46,97.27,63845.96,77560.07,40509.62,22298.53,0.0,2018.57,108.5,429,142,1,0.9404,2.8411,12.69,0.0,4291.34,914.09,0
SG-00590,BP-090,SYN-REQ-00590,SYN-LOT-00590,SYN-CAND-00590-04,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,RETURN_TO_SUPPLIER,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,HIGH,CALCULATED,SUPPLIER,NOT_APPLICABLE,BOX,151,218,548.18,32.56,23168.42,27929.53,20215.39,49050.43,34621.24,18419.93,407.38,119,141,53,0.9338,0.7881,34.57,10.09,4833.85,6816.59,0
SG-00591,BP-091,SYN-REQ-00591,SYN-LOT-00591,SYN-CAND-00591-01,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_MEAL,PROMOTIONAL_BONUS,MEDIUM_WHOLESALER,SAFETY_CRITICAL_COLD_CHAIN,MEDIUM,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,BOX,121,330,79.49,58.46,31290.63,42089.03,21212.87,30176.24,0.0,9084.17,37.87,102,94,1,0.7769,0.843,76.65,0.0,2574.62,3112.28,1
SG-00591,BP-091,SYN-REQ-00591,SYN-LOT-00591,SYN-CAND-00591-02,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_MEAL,BUNDLE,MEDIUM_WHOLESALER,SAFETY_CRITICAL_COLD_CHAIN,MEDIUM,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,BOX,121,294,20.98,92.78,55434.31,80762.25,51437.48,14472.12,0.0,21172.97,19.28,184,298,1,2.4628,1.5207,119.06,0.0,1596.36,6498.84,1
SG-00591,BP-091,SYN-REQ-00591,SYN-LOT-00591,SYN-CAND-00591-03,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_MEAL,BRANCH_TRANSFER,MEDIUM_WHOLESALER,SAFETY_CRITICAL_COLD_CHAIN,MEDIUM,CALCULATED,BRANCH,NOT_APPLICABLE,BOX,121,48,585.37,5.48,73544.7,92210.34,73012.15,32421.81,45692.94,3853.29,116.79,160,351,88,2.9008,1.3223,49.54,20.87,549.35,3710.91,1
SG-00591,BP-091,SYN-REQ-00591,SYN-LOT-00591,SYN-CAND-00591-04,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_MEAL,EXTERNAL_PARTNER,MEDIUM_WHOLESALER,SAFETY_CRITICAL_COLD_CHAIN,MEDIUM,CALCULATED,EXTERNAL_PARTNER,NOT_APPLICABLE,BOX,121,268,445.13,71.79,60118.13,103397.17,61138.75,48465.68,26754.53,23827.95,200.09,220,271,18,2.2397,1.8182,106.36,3.46,2914.6,6335.81,1
